date,spx_ret,gold_ret,fx_ret,spx_vol_21,gold_vol_21,fx_vol_21,yc_10_2,yc_10_5,infl_chg,unemp_chg,spx_vol_infl,spx_vol_unemp,spx_vol_infl_event,spx_vol_unemp_event,spx_mom_21,gold_mom_21,fx_mom_21,spx_ma_ratio,yc_inversion,high_vol,infl_event_5d,unemp_event_5d
2017-04-07,-0.11020213226634802,0.2506289967631438,0.817300706631192,-0.8208705528556897,-0.8002198272512969,-0.25080741487055525,1.4222596158021685,1.0064704436895784,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,0.34823710973129174,-0.3543021757001148,-0.3266690919099957,0.7155033981740428,-1.355097668460883,-0.22122105471143777,0.0,0.0,1.0,0.0
2017-04-10,0.018029693990459568,-0.31041771628642834,0.5089667028303543,-0.8311061029627921,-0.7908769011034738,-0.3686238826113968,1.4042710758149295,1.0064704436895793,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,-0.38180910793905015,0.6864088388598801,-1.4892939044681168,-0.21718932067120034,0.0,0.0,0.0,0.0
2017-04-11,-0.16161902033280084,1.4943945695401464,-0.848501257624988,-0.8305211352120941,-0.6112176928407991,-0.35582781896724747,1.404271075814929,1.090766531798692,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,-0.42028751021708893,1.0596738838289117,-1.5258759683199414,-0.2705249174875651,0.0,0.0,0.0,0.0
2017-04-12,-0.3590239420604052,0.2531723575421851,-1.8724911034364544,-0.828344447608301,-0.6201495868212679,-0.20669969837643268,1.3323169158659711,1.048618487744135,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,-0.4284440500803835,1.1539778067943292,-1.9794805600931722,-0.3825016183131113,0.0,0.0,0.0,0.0
2017-04-13,-0.6189697255998886,0.7467358460455307,-1.1535915073167617,-0.8714382545448437,-0.6141357553016388,-0.16746822221353297,1.3143283758787325,1.0486184877441367,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,-0.7497744274990912,1.4092342247107912,-2.1328740641529427,-0.5691543246630381,0.0,0.0,0.0,0.0
2017-04-17,0.6858016797513987,0.20417392068042942,-0.9842603996011337,-0.7911179693038579,-0.9849214222453884,-0.34372947512775787,1.3503054558532106,1.048618487744135,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,-0.5342732634177132,0.9143506328240228,-1.9165615964625102,-0.3634257254002919,0.0,0.0,0.0,0.0
2017-04-18,-0.2862764202027363,0.11282391699898549,1.2847794220564839,-0.7873055686653577,-0.9846526820032142,-0.12509292294774663,1.2603627559170139,1.0486184877441367,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,-0.5680474361464847,0.8910668794079194,-1.6179949152617272,-0.44821146040770615,0.0,0.0,0.0,0.0
2017-04-19,-0.1855667633213142,-0.8424475383646645,-0.979073726559764,-0.7878708320849985,-0.8706133159463226,-0.1363473866083252,1.2963398358914926,1.0486184877441358,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,-0.5618140301726352,0.6073859048732829,-1.5952803538961986,-0.5023512818068603,0.0,0.0,0.0,0.0
2017-04-20,0.5971254484680715,-0.0230303894226218,0.4725120832093803,-0.8682612932547761,-0.9499442975344222,-0.08880870301161092,1.3143283758787325,1.0064704436895793,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,-0.13326068805047125,0.3620553526636769,-1.454840035908986,-0.32199532795916375,0.0,0.0,0.0,0.0
2017-04-21,-0.29745688202305776,0.356735596132463,0.870416560567924,-0.8616969449719045,-0.9419212411830732,-0.15251513848959228,1.332316915865972,1.0486184877441367,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,-0.2395728200846497,0.405333502897505,-0.901334753912761,-0.412333177522398,0.0,0.0,0.0,0.0
2017-04-24,0.8724685858699536,-0.9444680398784409,0.9676451306821764,-0.7668010069175694,-0.8359020336399614,-0.056609479451981186,1.3143283758787316,1.048618487744135,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,0.016804786645373,0.22609831171593378,-0.6280721655089685,-0.14752398376605314,0.0,0.0,0.0,0.0
2017-04-25,0.4738273248414033,-0.8445243001667527,-0.5765391885827422,-0.7459624327433786,-0.7541296800109432,-0.059293288587303934,1.3682939958404505,1.0907665317986932,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,0.16795074880916963,-9.950717737398805e-05,-0.6196448494820448,-0.004995040252646187,0.0,0.0,0.0,0.0
2017-04-26,-0.0812828131702139,-0.33137895167649273,2.2717810938828324,-0.7473665676227608,-0.7719491065030176,0.28548397650434787,1.3323169158659711,1.090766531798692,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,0.17966992147168173,-0.2107671519847516,0.04847715489936373,-0.030838089883584562,0.0,0.0,0.0,0.0
2017-04-27,0.006629333045457491,0.06254019406511888,0.21185358542214267,-0.7811612903055347,-0.7711060169885956,0.28132695431610544,1.3503054558532106,1.1329145758532495,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,0.0337608582561826,-0.1775957675719029,0.021474380935987667,-0.027716852016359855,0.0,0.0,0.0,0.0
2017-04-28,-0.20225502651304048,0.12407414381135976,0.03335869957455029,-0.7764411915254561,-0.7725450651402768,0.24691799435582473,1.2783512959042531,1.0907665317986932,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,-0.031517633235931694,-0.09333909704325583,-0.1297887062511862,-0.08549768845620527,0.0,0.0,0.0,0.0
2017-05-01,0.1063441798745281,-1.0527946886767412,0.09976418443432422,-0.7802094518112997,-0.7119777695752217,0.24683806966108995,1.350305455853211,1.1329145758532506,-1.0741247706806343,0.00019022281163046188,-0.3172255611004024,-0.016630936448692044,0.40013402626372857,-0.3543021757001148,-0.05757713287591367,-0.17820411573166495,-0.0766689617723993,-0.049369434763648336,0.0,0.0,1.0,0.0
2017-05-02,0.06042821779027229,0.07895714502147119,0.8006689064223577,-0.786087505115784,-0.7130486628331194,0.22479270417684838,1.2963398358914926,1.0907665317986932,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,0.39263170011218135,-0.3543021757001148,0.017338629386522517,-0.18832361244615334,-0.11694142900677909,-0.027141419620518015,0.0,0.0,1.0,0.0
2017-05-03,-0.14784385725090474,-0.7399642030935119,0.22956374994995124,-0.7873559808390906,-0.6726969402301064,0.17884044865523643,1.314328375878732,1.0486184877441358,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,0.3910127085687895,-0.3543021757001148,0.02542635407973378,-0.42759295041565265,0.12263329843193344,-0.06543356974407222,0.0,0.0,1.0,0.0
2017-05-04,0.009098136615674627,-1.6318951688331382,1.2822817515578622,-0.787356645230857,-0.472346323825681,0.20719088546589687,1.3323169158659711,1.0907665317986932,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,0.39101186058673393,-0.3543021757001148,0.025918006241403967,-0.8975357043527972,0.6175835212325103,-0.05612603984167659,0.0,0.0,1.0,0.0
2017-05-05,0.3052251933499457,-0.19646832070959672,-0.4169420354043875,-0.7903403187358244,-0.5110348452472131,0.2260850567554717,1.3323169158659711,1.0486184877441358,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,0.3872037134665098,-0.3543021757001148,0.18202708175343713,-0.7464912446435502,0.4758952054584026,0.042866703870830705,0.0,0.0,1.0,0.0
2017-05-08,-0.03699048383282917,-0.021271272074431944,0.21192446750732244,-0.7906555361720259,-0.5296952190562113,0.16871043800818136,1.3682939958404505,1.090766531798694,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,0.14059046740379827,-0.8310784607099196,0.7025719524243915,0.03674666683434155,0.0,0.0,0.0,0.0
2017-05-09,-0.1269875704570453,-0.9412184880746836,0.8479197838351872,-0.790066582616752,-0.49457295204699847,0.17155111079197732,1.3503054558532106,1.0907665317986932,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,0.1362478749519879,-1.1223555652434474,0.709490796136768,0.0038418781790620733,0.0,0.0,0.0,0.0
2017-05-10,0.05548652283187749,0.17971449097655376,0.7200976646749258,-0.7900151706630243,-0.4827166748570764,0.1846333037614638,1.3682939958404505,1.0486184877441367,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,0.14593958536360319,-1.0030020060895724,0.7572310374352673,0.02548835040508502,0.0,0.0,0.0,0.0
2017-05-11,-0.22343102585295033,0.3708702692073722,0.9726507206781017,-0.7867816067847596,-0.7306663256433218,0.14803050690710384,1.3323169158659716,1.0064704436895793,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,0.1299484321851642,-1.2757096251044937,1.1713536919017724,-0.030879443380287808,0.0,0.0,0.0,0.0
2017-05-12,-0.165396512316461,0.21786631569693637,-0.8434915379910738,-0.8003289429607618,-0.734177401623887,-0.09514917657949429,1.3323169158659716,1.0907665317986932,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,0.18008009024699942,-1.2842285165579068,1.407200668577583,-0.07153810404864933,0.0,0.0,0.0,0.0
2017-05-15,0.3631891852778066,0.129731804171966,-0.8774559925512095,-0.846492613215899,-0.8263973689604183,-0.15128367502614876,1.3143283758787316,1.090766531798692,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,0.4361423716432176,-1.4326071674691179,1.4707204710151611,0.04897259483749996,0.0,0.0,0.0,0.0
2017-05-16,-0.09832299012291591,0.4459726533525988,0.5660408471390991,-0.894484417954481,-0.7950271647533559,-0.2904122595617086,1.3323169158659716,1.0486184877441358,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,0.23147146498437213,-1.3745705624048585,1.829150654737109,0.025334263821608225,0.0,0.0,0.0,0.0
2017-05-17,-1.593026788722004,1.7009564042775445,-1.6100948333475227,-0.6156531906593767,-0.446841776561083,-0.07085321507245357,1.188408595968056,1.0064704436895793,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,-0.10542971494529343,-0.9897919569016831,1.162341270706524,-0.4487830798848548,0.0,0.0,0.0,0.0
2017-05-18,0.27133972303971965,-0.5122942218686393,-2.472149617559273,-0.6117119652268993,-0.47600703154712104,0.33152607752499674,1.1884085959680555,0.9643223996350209,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,0.011777212246496839,-0.9090120444555275,0.8225874977787961,-0.3544698482433099,0.0,0.0,0.0,0.0
2017-05-19,0.5307506899193579,0.01683486953000678,0.42214634068532914,-0.6185695105832508,-0.4748270872038627,0.3297742667034676,1.170420055980816,0.9221743555804635,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,-0.00528872918268822,-0.8992395512682252,0.8111756223972098,-0.18331551465310855,0.0,0.0,0.0,0.0
2017-05-22,0.39550026182605,0.5601814365028488,-0.21277971363575088,-0.6148923632464769,-0.4524236295991766,0.30478068655763596,1.1884085959680555,0.9643223996350209,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,0.17354205715173215,-0.8493050133895949,0.5665150509056952,-0.05383251647836757,0.0,0.0,0.0,0.0
2017-05-23,0.11526528328824441,-0.5189124601447339,-0.661040318960174,-0.6843611079302329,-0.4966515468017351,0.2905422128632871,1.2243856759425344,0.9643223996350209,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,-0.021794635355819502,-0.7445178030140265,0.20140157531292494,-0.011306169336975829,0.0,0.0,0.0,0.0
2017-05-24,0.17027223675692443,-0.24795280321827623,1.7011138941862416,-0.7047897090721478,-0.542681202035122,0.42467774496454264,1.2063971359552947,1.048618487744135,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,-0.09961377066206668,-0.5968489115200039,0.7129201931539361,0.04524098715668146,0.0,0.0,0.0,0.0
2017-05-25,0.33499957439779127,0.20349046277285707,-0.7218399396433838,-0.6935828915817003,-0.5394008073119521,0.15397977516047698,1.170420055980816,1.0486184877441358,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,0.007175178333983157,-0.4636834621284896,0.04193912627256199,0.15516132562555207,0.0,0.0,0.0,0.0
2017-05-26,-0.013877398442653984,0.8516586297512307,0.3092771763122107,-0.6935437030120631,-0.46477327741837954,0.157260150122679,1.170420055980816,1.0064704436895784,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,0.0019022776398189474,-0.2658806571689634,0.06360037749956676,0.15569180126964882,0.0,0.0,0.0,0.0
2017-05-30,-0.14218793818677275,-0.48548597745727196,-0.9225770753588813,-0.6957455070219607,-0.45192040174931886,0.2144778834558801,1.134442976006337,0.9643223996350209,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,0.017350952136986647,-0.4188152869799404,-0.14843795220870576,0.11626589869108492,0.0,0.0,0.0,0.0
2017-05-31,-0.07910345012282585,0.7014597187885206,-0.5673408026688151,-0.6961242272517506,-0.49617393419852857,0.2315337531137551,1.134442976006337,1.0064704436895784,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,-0.030309083267860016,0.023909570644956142,-0.2957452649693033,0.09567333625015513,0.0,0.0,0.0,0.0
2017-06-01,0.5982889236876195,-0.44549261252757616,-0.09330421578783749,-0.6618780041551108,-0.4793706595473429,0.17911786428976473,1.134442976006337,0.9643223996350209,0.6183763259997952,-0.42571865242897555,0.16857809704777946,-0.05613391150406456,0.5511638091383109,0.7030507370065074,0.10820936000969529,-0.10928182312143014,-0.4922957619606647,0.2755156271524396,0.0,0.0,1.0,1.0
2017-06-02,0.27310340202787553,0.6908803792382835,1.0164484567032315,-0.6595903527426729,-0.4899746582495735,0.25384276094425123,1.0265117360829001,0.9221743555804635,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,0.5540836035205877,0.706187457884866,0.21723405462067394,0.2557954504671116,-0.3193413362361497,0.3533990430992796,0.0,0.0,1.0,1.0
2017-06-05,-0.1432931084540764,0.12980326414990223,-1.6057376224741484,-0.6563658897833219,-0.7808266558048078,0.2648279566552515,1.008523196095661,0.9221743555804643,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,0.5581990770509451,0.7106086910461331,0.17770232967985022,0.7127039057102683,-0.9504348821258513,0.3009865613531294,0.0,0.0,1.0,1.0
2017-06-06,-0.27572158235767297,1.0841052322560365,-0.15721967365398856,-0.6553396355633311,-0.7061185462089282,0.2616853311488873,0.972546116121182,0.8800263115259069,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,0.5595089144195343,0.7120158429491052,0.027650391902888743,1.0500442720731464,-0.8940929079775621,0.20842063619866202,0.0,0.0,1.0,1.0
2017-06-07,0.09248232812184347,-0.3858621443051877,-1.4529665530374525,-0.6549701763304233,-0.6772642212628215,0.3466275421005779,1.008523196095661,0.9221743555804643,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,0.5599804657174545,0.7125224282108558,0.06100261890340713,0.9535492879965634,-1.253856512447338,0.22950532885908864,0.0,0.0,1.0,1.0
2017-06-08,-0.01754533344310205,-1.1106917233043527,0.6190671956722261,-0.6569100267673985,-0.6369331209245609,0.31686641208089317,1.0085231960956607,0.9221743555804635,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,0.08923477919187325,0.908817980030686,-1.30304962857743,0.21989026939653747,0.0,0.0,0.0,0.0
2017-06-09,-0.11044433801574899,-0.6593879751936221,-0.09062220468674234,-0.655458956695106,-0.5740267313430736,0.2515710487092683,1.0085231960956607,0.9221743555804635,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,0.04644486246539739,0.6884833727990668,-1.476816621374071,0.18234098514360614,0.0,0.0,0.0,0.0
2017-06-12,-0.12304882584536524,-0.2459329097077916,0.679143654182336,-0.6591615540215352,-0.5678481129300584,0.20633349296936343,1.0085231960956607,0.8800263115259059,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,0.07232119861977336,0.5277247145447533,-1.5395335018927847,0.14298701350947643,0.0,0.0,0.0,0.0
2017-06-13,0.3408610248735187,-0.08422700072083862,-0.6241800952617435,-0.6534975786434489,-0.5663170548476444,0.194258506055468,0.9545575761339425,0.8378782674713485,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,0.20329198954178776,0.4493594096355613,-1.492680461962054,0.24460230073526423,0.0,0.0,0.0,0.0
2017-06-14,-0.12449495569445956,0.4771237473885518,0.19624167992739838,-0.6619303768256404,-0.5527698775983491,0.1877778480443752,0.9005919561722237,0.7957302234167911,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,0.0771123791800297,0.5394964504907281,-1.2624743772477904,0.2007995820787863,0.0,0.0,0.0,0.0
2017-06-15,-0.22994523265215738,-1.6536044197552011,-1.023566015927565,-0.6572919025524474,-0.31258747114601654,0.17050558417947917,0.9185804961594635,0.7535821793622346,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,0.04318185789534231,-0.00041803226990181345,-1.602807144504113,0.12576814116384813,0.0,0.0,0.0,0.0
2017-06-16,-0.016154593364261255,0.07908960597651726,2.440010265495487,-0.9928381343864884,-0.5755701818277397,0.5165751347383598,0.972546116121182,0.795730223416792,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,0.45317025796634186,-0.40960791984236355,-0.729730798398128,0.11558871507260823,0.0,0.0,0.0,0.0
2017-06-19,0.6634651373457193,-0.826816099200542,-0.02011653211722013,-0.945496994356763,-0.5410123602476153,0.1526657094244164,0.9545575761339421,0.7114341353076762,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,0.5563145899935055,-0.4881762220844074,-0.19153587134865532,0.31392630491469903,0.0,0.0,0.0,0.0
2017-06-20,-0.6089087398221447,-0.31243458376305777,1.1409071297845963,-0.905221328612256,-0.5379130956471778,0.23082284625290556,0.900591956172224,0.7114341353076772,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,0.2578583517840976,-0.5701576652561049,-0.032383010999517195,0.11852152402072606,0.0,0.0,0.0,0.0
2017-06-21,-0.0894928387648727,0.12745810286714837,-0.5713664544886189,-0.9210578723251325,-0.5749738240025255,0.2490483331050617,0.900591956172224,0.6692860912531197,-0.15524678141254566,0.00019022281163046188,-0.07365784309912878,-0.016630936448692044,-0.43306565032842453,-0.3543021757001148,0.13206125387328102,-0.6774772975562222,-0.11186303405388169,0.08598902919507419,0.0,0.0,0.0,0.0
